id,title,normalized_title,dblp_key,publication_type,year,journal,booktitle,volume,number,pages,publisher,series,editor,url,doi,ee,biburl,bibsource,abstract,keywords,timestamp,citation_count,has_faculty_author,author_count,source_pid,source_pids,created_at,updated_at
1043,"Digital Restoration of Cultural Heritage With Data-Driven Computing:
A Survey",digital restoration of cultural heritage with datadriven computing a survey,DBLP:journals/access/BasuPGDCBS23,article,2023,IEEE Access,,11,,53939--53977,,,,https://doi.org/10.1109/ACCESS.2023.3280639,10.1109/ACCESS.2023.3280639,,https://dblp.org/rec/journals/access/BasuPGDCBS23.bib,"dblp computer science bibliography, https://dblp.org",,,"Sun, 19 Jan 2025 00:00:00 +0100",0,True,7,91/1525,91/1525,2026-01-31 22:36:07.946544,2026-01-31 22:36:07.953495
1044,Parameter free approach for segmenting complex manhattan layouts,parameter free approach for segmenting complex manhattan layouts,DBLP:journals/mta/MelindaB23,article,2023,Multim. Tools Appl.,,82,5,6581--6603,,,,https://doi.org/10.1007/s11042-022-13400-2,10.1007/S11042-022-13400-2,,https://dblp.org/rec/journals/mta/MelindaB23.bib,"dblp computer science bibliography, https://dblp.org",,,"Fri, 10 Feb 2023 00:00:00 +0100",0,True,2,91/1525,91/1525,2026-01-31 22:36:07.994316,2026-01-31 22:36:07.996804
996,An Ontology Based Approach for Test Scenario Management,an ontology based approach for test scenario management,DBLP:conf/icistm/GM11,conference,2011,,"Information Intelligence, Systems, Technology and Management - 5th
International Conference, ICISTM 2011, Gurgaon, India, March 10-12,
2011. Proceedings",141,,91--100,Springer,Communications in Computer and Information Science,"Sumeet Dua, Sartaj Sahni, D. P. Goyal",https://doi.org/10.1007/978-3-642-19423-8_10,10.1007/978-3-642-19423-8_10,,https://dblp.org/rec/conf/icistm/GM11.bib,"dblp computer science bibliography, https://dblp.org",,,"Thu, 15 Jun 2017 01:00:00 +0200",0,True,2,74/5678,74/5678,2026-01-31 22:36:07.539675,2026-01-31 22:36:07.542155
997,Clustering test cases to achieve effective test selection,clustering test cases to achieve effective test selection,DBLP:conf/a2cwic/GM10,conference,2010,,"Proceedings of the 1st Amrita ACM-W Celebration on Women in Computing
in India, September 16-17, 2010, Tamilnadu, India",,,15:1--15:8,ACM,,"Krishnashree Achuthan, Gayatri Buragohain",https://doi.org/10.1145/1858378.1858393,10.1145/1858378.1858393,,https://dblp.org/rec/conf/a2cwic/GM10.bib,"dblp computer science bibliography, https://dblp.org",,,"Tue, 06 Nov 2018 11:07:36 +0100",0,True,2,74/5678,74/5678,2026-01-31 22:36:07.545272,2026-01-31 22:36:07.550165
998,A Framework for Web-Based Negotiation,a framework for webbased negotiation,DBLP:conf/icdcit/MohantyKS10,conference,2010,,"Distributed Computing and Internet Technology, 6th International Conference,
ICDCIT 2010, Bhubaneswar, India, February 15-17, 2010. Proceedings",5966,,140--151,Springer,Lecture Notes in Computer Science,"Tomasz Janowski, Hrushikesha Mohanty",https://doi.org/10.1007/978-3-642-11659-9_14,10.1007/978-3-642-11659-9_14,,https://dblp.org/rec/conf/icdcit/MohantyKS10.bib,"dblp computer science bibliography, https://dblp.org",,,"Tue, 14 May 2019 10:00:46 +0200",0,True,3,74/5678,74/5678,2026-01-31 22:36:07.550507,2026-01-31 22:36:07.554061
999,Automated Test Scenario Selection Based on Levenshtein Distance,automated test scenario selection based on levenshtein distance,DBLP:conf/icdcit/GM10,conference,2010,,"Distributed Computing and Internet Technology, 6th International Conference,
ICDCIT 2010, Bhubaneswar, India, February 15-17, 2010. Proceedings",5966,,255--266,Springer,Lecture Notes in Computer Science,"Tomasz Janowski, Hrushikesha Mohanty",https://doi.org/10.1007/978-3-642-11659-9_28,10.1007/978-3-642-11659-9_28,,https://dblp.org/rec/conf/icdcit/GM10.bib,"dblp computer science bibliography, https://dblp.org",,,"Thu, 15 Jun 2017 01:00:00 +0200",0,True,2,74/5678,74/5678,2026-01-31 22:36:07.563002,2026-01-31 22:36:07.567841
1000,"Distributed Computing and Internet Technology, 6th International Conference,
ICDCIT 2010, Bhubaneswar, India, February 15-17, 2010. Proceedings",distributed computing and internet technology 6th international conference icdcit 2010 bhubaneswar india february 1517 2010 proceedings,DBLP:conf/icdcit/2010,proceedings,2010,,,5966,,,Springer,Lecture Notes in Computer Science,"Tomasz Janowski, Hrushikesha Mohanty",https://doi.org/10.1007/978-3-642-11659-9,10.1007/978-3-642-11659-9,,https://dblp.org/rec/conf/icdcit/2010.bib,"dblp computer science bibliography, https://dblp.org",,,"Tue, 14 May 2019 01:00:00 +0200",0,True,0,74/5678,74/5678,2026-01-31 22:36:07.576719,2026-01-31 22:36:07.577881
1001,Algorithms for validating E-tickets in mobile computing environment,algorithms for validating etickets in mobile computing environment,DBLP:journals/isci/TripathiRMMG09,article,2009,Inf. Sci.,,179,11,1678--1693,,,,https://doi.org/10.1016/j.ins.2009.01.018,10.1016/J.INS.2009.01.018,,https://dblp.org/rec/journals/isci/TripathiRMMG09.bib,"dblp computer science bibliography, https://dblp.org",,,"Wed, 12 Oct 2022 01:00:00 +0200",0,True,5,74/5678,74/5678,2026-01-31 22:36:07.578207,2026-01-31 22:36:07.587488
1002,Prioritization of Scenarios Based on UML Activity Diagrams,prioritization of scenarios based on uml activity diagrams,DBLP:conf/cicsyn/GM09,conference,2009,,"First International Conference on Computational Intelligence, Communication
Systems and Networks, CICSYN 2009, Indore, India, 23-25 July, 2009",,,271--276,IEEE Computer Society,,"David Al-Dabass, Geetam S. Tomar, Rajeev Tripathi, Ajith Abraham",https://doi.org/10.1109/CICSYN.2009.74,10.1109/CICSYN.2009.74,,https://dblp.org/rec/conf/cicsyn/GM09.bib,"dblp computer science bibliography, https://dblp.org",,,"Thu, 23 Mar 2023 00:00:00 +0100",0,True,2,74/5678,74/5678,2026-01-31 22:36:07.614176,2026-01-31 22:36:07.619737
1003,"Translating Security Policy to Executable Code for Sandboxing Linux
Kernel",translating security policy to executable code for sandboxing linux kernel,DBLP:conf/ems/MohantyVRS09,conference,2009,,"EMS 2009, Third UKSim European Symposium on Computer Modeling and
Simulation, 25-27 November 2009, Athens, Greece",,,124--129,IEEE Computer Society,,"David Al-Dabass, Sokratis K. Katsikas, Ioannis Koukos, Richard N. Zobel",https://doi.org/10.1109/EMS.2009.42,10.1109/EMS.2009.42,,https://dblp.org/rec/conf/ems/MohantyVRS09.bib,"dblp computer science bibliography, https://dblp.org",,,"Thu, 23 Mar 2023 00:00:00 +0100",0,True,4,74/5678,74/5678,2026-01-31 22:36:07.620156,2026-01-31 22:36:07.623746
1004,Prioritizing Use Cases to Aid Ordering of Scenarios,prioritizing use cases to aid ordering of scenarios,DBLP:conf/ems/GM09,conference,2009,,"EMS 2009, Third UKSim European Symposium on Computer Modeling and
Simulation, 25-27 November 2009, Athens, Greece",,,136--141,IEEE Computer Society,,"David Al-Dabass, Sokratis K. Katsikas, Ioannis Koukos, Richard N. Zobel",https://doi.org/10.1109/EMS.2009.78,10.1109/EMS.2009.78,,https://dblp.org/rec/conf/ems/GM09.bib,"dblp computer science bibliography, https://dblp.org",,,"Thu, 23 Mar 2023 00:00:00 +0100",0,True,2,74/5678,74/5678,2026-01-31 22:36:07.635189,2026-01-31 22:36:07.639631
1005,Secured Networking by Sandboxing LINUX 2.6,secured networking by sandboxing linux 26,DBLP:conf/smc/MohantyVTS09,conference,2009,,"Proceedings of the IEEE International Conference on Systems, Man
and Cybernetics, San Antonio, TX, USA, 11-14 October 2009",,,3669--3574,IEEE,,,https://doi.org/10.1109/ICSMC.2009.5346871,10.1109/ICSMC.2009.5346871,,https://dblp.org/rec/conf/smc/MohantyVTS09.bib,"dblp computer science bibliography, https://dblp.org",,,"Wed, 16 Oct 2019 14:14:51 +0200",0,True,4,74/5678,74/5678,2026-01-31 22:36:07.640074,2026-01-31 22:36:07.644844
1006,Design Issues of a Policy Enforcer to Secure Multi-domain Environment,design issues of a policy enforcer to secure multidomain environment,DBLP:conf/cit/RaoM08,conference,2008,,"2008 International Conference on Information Technology, ICIT '08,
Bhubaneswar, India, December 17-20, 2008",,,199--200,IEEE Computer Society,,,https://doi.org/10.1109/ICIT.2008.58,10.1109/ICIT.2008.58,,https://dblp.org/rec/conf/cit/RaoM08.bib,"dblp computer science bibliography, https://dblp.org",,,"Thu, 23 Mar 2023 00:00:00 +0100",0,True,2,74/5678,74/5678,2026-01-31 22:36:07.655336,2026-01-31 22:36:07.657797
1007,Automated Scenario Generation Based on UML Activity Diagrams,automated scenario generation based on uml activity diagrams,DBLP:conf/cit/GM08,conference,2008,,"2008 International Conference on Information Technology, ICIT '08,
Bhubaneswar, India, December 17-20, 2008",,,209--214,IEEE Computer Society,,,https://doi.org/10.1109/ICIT.2008.52,10.1109/ICIT.2008.52,,https://dblp.org/rec/conf/cit/GM08.bib,"dblp computer science bibliography, https://dblp.org",,,"Thu, 23 Mar 2023 00:00:00 +0100",0,True,2,74/5678,74/5678,2026-01-31 22:36:07.661063,2026-01-31 22:36:07.665126
1008,On Specification of Treatment Modules,on specification of treatment modules,DBLP:conf/cit/PatnaikM08,conference,2008,,"2008 International Conference on Information Technology, ICIT '08,
Bhubaneswar, India, December 17-20, 2008",,,215--220,IEEE Computer Society,,,https://doi.org/10.1109/ICIT.2008.57,10.1109/ICIT.2008.57,,https://dblp.org/rec/conf/cit/PatnaikM08.bib,"dblp computer science bibliography, https://dblp.org",,,"Thu, 23 Mar 2023 00:00:00 +0100",0,True,2,74/5678,74/5678,2026-01-31 22:36:07.665361,2026-01-31 22:36:07.667599
1009,HUMSAT for State Based Web Service Composition,humsat for state based web service composition,DBLP:conf/cit/MohantyCVS08,conference,2008,,"2008 International Conference on Information Technology, ICIT '08,
Bhubaneswar, India, December 17-20, 2008",,,273--278,IEEE Computer Society,,,https://doi.org/10.1109/ICIT.2008.40,10.1109/ICIT.2008.40,,https://dblp.org/rec/conf/cit/MohantyCVS08.bib,"dblp computer science bibliography, https://dblp.org",,,"Sun, 06 Oct 2024 01:00:00 +0200",0,True,4,74/5678,74/5678,2026-01-31 22:36:07.670373,2026-01-31 22:36:07.673917
1014,"Distributed Computing and Internet Technology, 4th International Conference,
ICDCIT 2007, Bangalore, India, December 17-20, Proceedings",distributed computing and internet technology 4th international conference icdcit 2007 bangalore india december 1720 proceedings,DBLP:conf/icdcit/2007,proceedings,2007,,,4882,,,Springer,Lecture Notes in Computer Science,"Tomasz Janowski, Hrushikesha Mohanty",https://doi.org/10.1007/978-3-540-77115-9,10.1007/978-3-540-77115-9,,https://dblp.org/rec/conf/icdcit/2007.bib,"dblp computer science bibliography, https://dblp.org",,,"Tue, 14 May 2019 01:00:00 +0200",0,True,0,74/5678,74/5678,2026-01-31 22:36:07.719728,2026-01-31 22:36:07.720480
1015,"A Self-Adaptive Hybrid Channel Assignment Scheme forWireless Communication
Systems",a selfadaptive hybrid channel assignment scheme forwireless communication systems,DBLP:conf/cit/PrajapatiGM06,conference,2006,,"9th International Conference in Information Technology, ICIT 2006,
Bhubaneswar, Orissa, India, 18-21 December 2006",,,94--95,IEEE Computer Society,,"Saraju P. Mohanty, Anirudha Sahoo",https://doi.org/10.1109/ICIT.2006.19,10.1109/ICIT.2006.19,,https://dblp.org/rec/conf/cit/PrajapatiGM06.bib,"dblp computer science bibliography, https://dblp.org",,,"Thu, 23 Mar 2023 00:00:00 +0100",0,True,3,74/5678,74/5678,2026-01-31 22:36:07.720705,2026-01-31 22:36:07.723321
1016,"Resilient Dissemination of Events in a Large-Scale Event Notification
Service System",resilient dissemination of events in a largescale event notification service system,DBLP:conf/eee/LwinMGC05,conference,2005,,"2005 IEEE International Conference on e-Technology, e-Commerce,
and e-Services (EEE 2005), 29 March - 1 April 2005, Hong Kong, China",,,502--507,IEEE Computer Society,,,https://doi.org/10.1109/EEE.2005.114,10.1109/EEE.2005.114,,https://dblp.org/rec/conf/eee/LwinMGC05.bib,"dblp computer science bibliography, https://dblp.org",,,"Fri, 24 Mar 2023 00:00:00 +0100",0,True,4,74/5678,74/5678,2026-01-31 22:36:07.730098,2026-01-31 22:36:07.733363
1017,"Tracking of Mobile Terminals Using Subscriber Mobility Pattern with
Time-Bound Self Purging Indicators and Regional Route Maps",tracking of mobile terminals using subscriber mobility pattern with timebound self purging indicators and regional route maps,DBLP:conf/iwdc/GhoshAMSM05,conference,2005,,"Distributed Computing - IWDC 2005, 7th International Workshop, Kharagpur,
India, December 27-30, 2005, Proceedings",3741,,512--523,Springer,Lecture Notes in Computer Science,"Ajit Pal, Ajay D. Kshemkalyani, Rajeev Kumar, Arobinda Gupta",https://doi.org/10.1007/11603771_57,10.1007/11603771_57,,https://dblp.org/rec/conf/iwdc/GhoshAMSM05.bib,"dblp computer science bibliography, https://dblp.org",,,"Tue, 14 May 2019 10:00:36 +0200",0,True,5,74/5678,74/5678,2026-01-31 22:36:07.745069,2026-01-31 22:36:07.749252
1018,Domain Consistency in Requirements Specification,domain consistency in requirements specification,DBLP:conf/qsic/AcharyaGM05,conference,2005,,"Fifth International Conference on Quality Software (QSIC 2005),
19-20 September 2005, Melbourne, Australia",,,231--240,IEEE Computer Society,,,https://doi.org/10.1109/QSIC.2005.24,10.1109/QSIC.2005.24,,https://dblp.org/rec/conf/qsic/AcharyaGM05.bib,"dblp computer science bibliography, https://dblp.org",,,"Thu, 23 Mar 2023 00:00:00 +0100",0,True,3,74/5678,74/5678,2026-01-31 22:36:07.769658,2026-01-31 22:36:07.772553
1019,Specifying a Mobile Computing Infrastructure and Services,specifying a mobile computing infrastructure and services,DBLP:conf/icdcit/AcharyaGM04,conference,2004,,"Distributed Computing and Internet Technology, First International
Conference, ICDCIT 2004, Bhubaneswar, India, December 22-24, 2004,
Proceedings",3347,,244--254,Springer,Lecture Notes in Computer Science,"R. K. Ghosh, Hrushikesha Mohanty",https://doi.org/10.1007/978-3-540-30555-2_29,10.1007/978-3-540-30555-2_29,,https://dblp.org/rec/conf/icdcit/AcharyaGM04.bib,"dblp computer science bibliography, https://dblp.org",,,"Tue, 14 May 2019 10:00:46 +0200",0,True,3,74/5678,74/5678,2026-01-31 22:36:07.779626,2026-01-31 22:36:07.787468
1020,"Just-in-Time Delivery of Events in Event Notification Service Systems
for Mobile Users",justintime delivery of events in event notification service systems for mobile users,DBLP:conf/intellcomm/LwinMG04,conference,2004,,"Intelligence in Communication Systems, IFIP International Conference,
INTELLCOMM 2004, Bangkok, Thailand, November 23-26, 2004, Proceedings",3283,,190--198,Springer,Lecture Notes in Computer Science,"Finn Arve Aagesen, Chutiporn Anutariya, Vilas Wuwongse",https://doi.org/10.1007/978-3-540-30179-0_17,10.1007/978-3-540-30179-0_17,,https://dblp.org/rec/conf/intellcomm/LwinMG04.bib,"dblp computer science bibliography, https://dblp.org",,,"Sun, 02 Nov 2025 21:27:42 +0100",0,True,3,74/5678,74/5678,2026-01-31 22:36:07.787878,2026-01-31 22:36:07.795568
1021,NICD: A Novel Indexless Wireless On-Demand Data Broadcast Algorithm,nicd a novel indexless wireless ondemand data broadcast algorithm,DBLP:conf/itcc/RamanaiahM04,conference,2004,,"International Conference on Information Technology: Coding and Computing
(ITCC'04), Volume 2, April 5-7, 2004, Las Vegas, Nevada, USA",,,730--734,IEEE Computer Society,,,https://doi.org/10.1109/ITCC.2004.1286742,10.1109/ITCC.2004.1286742,,https://dblp.org/rec/conf/itcc/RamanaiahM04.bib,"dblp computer science bibliography, https://dblp.org",,,"Fri, 24 Mar 2023 00:00:00 +0100",0,True,2,74/5678,74/5678,2026-01-31 22:36:07.795935,2026-01-31 22:36:07.797963
1022,Causal Ordering in Event Notification Service Systems for Mobile Users,causal ordering in event notification service systems for mobile users,DBLP:conf/itcc/LwinMG04,conference,2004,,"International Conference on Information Technology: Coding and Computing
(ITCC'04), Volume 2, April 5-7, 2004, Las Vegas, Nevada, USA",,,735--740,IEEE Computer Society,,,https://doi.org/10.1109/ITCC.2004.1286743,10.1109/ITCC.2004.1286743,,https://dblp.org/rec/conf/itcc/LwinMG04.bib,"dblp computer science bibliography, https://dblp.org",,,"Fri, 24 Mar 2023 00:00:00 +0100",0,True,3,74/5678,74/5678,2026-01-31 22:36:07.800896,2026-01-31 22:36:07.807893
1023,"Distributed Computing and Internet Technology, First International
Conference, ICDCIT 2004, Bhubaneswar, India, December 22-24, 2004,
Proceedings",distributed computing and internet technology first international conference icdcit 2004 bhubaneswar india december 2224 2004 proceedings,DBLP:conf/icdcit/2004,proceedings,2004,,,3347,,,Springer,Lecture Notes in Computer Science,"R. K. Ghosh, Hrushikesha Mohanty",https://doi.org/10.1007/b104418,10.1007/B104418,,https://dblp.org/rec/conf/icdcit/2004.bib,"dblp computer science bibliography, https://dblp.org",,,"Tue, 14 May 2019 01:00:00 +0200",0,True,0,74/5678,74/5678,2026-01-31 22:36:07.808137,2026-01-31 22:36:07.809370
1024,MOBICHARTS: A Notation to Specify Mobile Computing Applications,mobicharts a notation to specify mobile computing applications,DBLP:conf/hicss/AcharyaMS03,conference,2003,,"36th Hawaii International Conference on System Sciences (HICSS-36
2003), CD-ROM / Abstracts Proceedings, January 6-9, 2003, Big Island,
HI, USA",,,298,IEEE Computer Society,,,https://doi.org/10.1109/HICSS.2003.1174844,10.1109/HICSS.2003.1174844,,https://dblp.org/rec/conf/hicss/AcharyaMS03.bib,"dblp computer science bibliography, https://dblp.org",,,"Fri, 24 Mar 2023 00:00:00 +0100",0,True,3,74/5678,74/5678,2026-01-31 22:36:07.810003,2026-01-31 22:36:07.813156
1025,"Location Management by Movement Prediction Using Mobility Patterns
and Regional Route Maps",location management by movement prediction using mobility patterns and regional route maps,DBLP:conf/iwdc/GhoshRM03,conference,2003,,"Distributed Computing - IWDC 2003, 5th International Workshop, Kolkata,
India, December 27-30, 2003, Proceedings",2918,,153--162,Springer,Lecture Notes in Computer Science,"Samir R. Das, Sajal K. Das",https://doi.org/10.1007/978-3-540-24604-6_15,10.1007/978-3-540-24604-6_15,,https://dblp.org/rec/conf/iwdc/GhoshRM03.bib,"dblp computer science bibliography, https://dblp.org",,,"Sun, 02 Nov 2025 21:27:42 +0100",0,True,3,74/5678,74/5678,2026-01-31 22:36:07.818376,2026-01-31 22:36:07.820702
